,constituency,state,Image,status,Vote,Margin,Candidate,Party
85,Guwahati(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - Guwahati  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/SAMAD-2024-6501.jpg,lost,5095 , -889792,SAMAD CHOUDHURY,Bharatiya Gana Parishad
86,Guwahati(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - Guwahati  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/SHEJO-2024-6518.jpg,lost,4847 , -890040,SHEJON GOYARY,Bahujan Maha Party
87,Guwahati(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - Guwahati  (Assam)

            ",img/nota.jpg,,20249 , -874638,NOTA,None of the Above
88,Diphu(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Diphu  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/AMARS-2024-2945.jpg,won,334620 ,+ 147603,AMARSING TISSO,Bharatiya Janata Party
89,Diphu(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Diphu  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/JONES-2024-20240408072024.jpg,lost,187017 , -147603,J. I. KATHAR,Independent
90,Diphu(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Diphu  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/JOYRA-2024-3319.jpg,lost,124019 , -210601,JOY RAM ENGLENG,Indian National Congress
91,Diphu(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Diphu  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/JOHNB-2024-3856.jpg,lost,11279 , -323341,JOHN BARNARD SANGMA,Gana Suraksha Party
92,Diphu(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Diphu  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/JOTSO-2024-3310.jpg,lost,9633 , -324987,JOTSON BEY,Autonomous State Demand Committee
93,Diphu(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Diphu  (Assam)

            ",img/nota.jpg,,16259 , -318361,NOTA,None of the Above
94,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/KRIPA-2024-3304.jpg,won,545093 ,+ 18360,KRIPANATH MALLAH,Bharatiya Janata Party
95,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/HAFIZ-2024-20240408101913.jpg,lost,526733 , -18360,HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress
96,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/SAHAB-2024-2968.jpg,lost,29205 , -515888,SAHABUL ISLAM CHOUDHURY,All India United Democratic Front
97,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/JIBES-2024-4319.jpg,lost,7109 , -537984,JIBESH DEB,Independent
98,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/DEBOJ-2024-4317.jpg,lost,5907 , -539186,DEBOJYOTI NATH,Independent
99,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/AHADU-2024-4326.jpg,lost,4192 , -540901,AHAD UDDIN,Rashtriya Ulama Council
100,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/BINAY-2024-2896.jpg,lost,3628 , -541465,BINAY KRISHNA ROY,Independent
101,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/DILIP-2024-2667.jpg,lost,2630 , -542463,DILIP KUMAR,Independent
102,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ROSID-2024-20240408103758.jpg,lost,2601 , -542492,ROSID AHMED LASKAR,Independent
103,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/MUZAK-2024-4329.jpg,lost,2291 , -542802,MUZAKKIR HASAN LASKAR,Independent
104,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ABDUL-2024-4305.jpg,lost,1923 , -543170,ABDUL BASIT TAPADAR,Independent
105,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/GOPAL-2024-4274.jpg,lost,1657 , -543436,GOPAL CHANDRA PAUL,Independent
106,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/MDNA-2024-20240408103021.jpg,lost,1382 , -543711,MD. NAZRUL ISLAM LASKAR,Independent
107,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/SAHEL-2024-4301.jpg,lost,1111 , -543982,SAHEL AHMED,Independent
108,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ABDUL-2024-4233.jpg,lost,1095 , -543998,ABDUL GOFFAR TALUKDAR,Independent
109,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/SAFIK-2024-20240408111145.jpg,lost,1031 , -544062,SAFIKUR RAHMAN HAZARI,Independent
110,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/PRAJJ-2024-2666.jpg,lost,1001 , -544092,PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST)
111,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ABDUL-2024-4314.jpg,lost,975 , -544118,ABDUL KALAM MAZUMDER,Independent
112,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ALIMU-2024-4327.jpg,lost,882 , -544211,ALIM UDDIN MAZUMDER,Independent
113,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ABDUL-2024-4261.jpg,lost,842 , -544251,ABDUL HAMEED,Independent
114,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/DEBAS-2024-4312.jpg,lost,817 , -544276,DEBASHISH GHOSH,Bangali Nabanirman Sena
115,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/RASHI-2024-20240408103430.jpg,lost,721 , -544372,RASHID AHMED CHOUDHURY,Independent
116,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ABDUS-2024-4304.jpg,lost,571 , -544522,ABDUS  SUBHAN TAPADAR,Independent
117,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/ROKIB-2024-4266.jpg,lost,545 , -544548,ROKIBUL HUSSAIN CHOUDHURY,Independent
118,Karimganj(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Karimganj  (Assam)

            ",img/nota.jpg,,2940 , -542153,NOTA,None of the Above
119,Silchar (8),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 8 - Silchar   (Assam)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S03/PARIM-2024-3162.jpg,won,652405 ,+ 264311,PARIMAL SUKLABAIDYA,Bharatiya Janata Party
